"codmunres","ano","nascimentos","partos_na_macro_com_1mais_uti","partos_na_macro_com_4mais_uti","partos_na_macro_sem_1mais_uti","partos_na_macro_sem_4mais_uti","partos_fora_macro_com_1mais_uti","partos_fora_macro_com_4mais_uti","partos_fora_macro_sem_1mais_uti","partos_fora_macro_sem_4mais_uti","partos_na_macro_sem_inf","partos_fora_macro_sem_inf"
420180,2023,0,0,0,0,0,0,0,0,0,0,0
420180,2024,4,4,4,0,0,0,0,0,0,0,0
420180,2025,1,1,1,0,0,0,0,0,0,0,0
420190,2023,2,2,2,0,0,0,0,0,0,0,0
420190,2024,0,0,0,0,0,0,0,0,0,0,0
420190,2025,0,0,0,0,0,0,0,0,0,0,0
420195,2023,4,4,4,0,0,0,0,0,0,0,0
420195,2024,4,4,4,0,0,0,0,0,0,0,0
420195,2025,0,0,0,0,0,0,0,0,0,0,0
420200,2023,29,26,26,0,0,3,3,0,0,0,0
420200,2024,18,15,15,0,0,3,3,0,0,0,0
420200,2025,14,12,12,0,0,2,2,0,0,0,0
420205,2023,2,2,2,0,0,0,0,0,0,0,0
420205,2024,0,0,0,0,0,0,0,0,0,0,0
420205,2025,1,1,1,0,0,0,0,0,0,0,0
420207,2023,4,4,4,0,0,0,0,0,0,0,0
420207,2024,3,3,3,0,0,0,0,0,0,0,0
420207,2025,1,1,1,0,0,0,0,0,0,0,0
420208,2023,0,0,0,0,0,0,0,0,0,0,0
420208,2024,0,0,0,0,0,0,0,0,0,0,0
420208,2025,0,0,0,0,0,0,0,0,0,0,0
420209,2023,0,0,0,0,0,0,0,0,0,0,0
420209,2024,0,0,0,0,0,0,0,0,0,0,0
420209,2025,0,0,0,0,0,0,0,0,0,0,0
420210,2023,13,10,10,0,0,2,2,0,0,1,0
420210,2024,9,8,8,0,0,1,1,0,0,0,0
420210,2025,3,3,3,0,0,0,0,0,0,0,0
420213,2023,0,0,0,0,0,0,0,0,0,0,0
420213,2024,1,1,1,0,0,0,0,0,0,0,0
420213,2025,1,0,0,0,0,1,1,0,0,0,0
420215,2023,0,0,0,0,0,0,0,0,0,0,0
420215,2024,0,0,0,0,0,0,0,0,0,0,0
420215,2025,0,0,0,0,0,0,0,0,0,0,0
420220,2023,0,0,0,0,0,0,0,0,0,0,0
420220,2024,1,1,1,0,0,0,0,0,0,0,0
420220,2025,1,1,1,0,0,0,0,0,0,0,0
420230,2023,19,19,19,0,0,0,0,0,0,0,0
420230,2024,12,12,12,0,0,0,0,0,0,0,0
420230,2025,14,13,13,0,0,0,0,1,1,0,0
420240,2023,68,65,65,1,1,2,2,0,0,0,0
420240,2024,40,40,40,0,0,0,0,0,0,0,0
420240,2025,41,38,38,1,1,2,2,0,0,0,0
420243,2023,2,2,2,0,0,0,0,0,0,0,0
420243,2024,0,0,0,0,0,0,0,0,0,0,0
420243,2025,0,0,0,0,0,0,0,0,0,0,0
420245,2023,5,3,3,0,0,1,1,0,0,1,0
420245,2024,4,3,3,0,0,0,0,0,0,1,0
420245,2025,1,1,1,0,0,0,0,0,0,0,0
420250,2023,0,0,0,0,0,0,0,0,0,0,0
420250,2024,0,0,0,0,0,0,0,0,0,0,0
420250,2025,1,1,1,0,0,0,0,0,0,0,0
420253,2023,1,1,1,0,0,0,0,0,0,0,0
420253,2024,1,1,1,0,0,0,0,0,0,0,0
420253,2025,0,0,0,0,0,0,0,0,0,0,0
420257,2023,0,0,0,0,0,0,0,0,0,0,0
420257,2024,0,0,0,0,0,0,0,0,0,0,0
420257,2025,0,0,0,0,0,0,0,0,0,0,0
420260,2023,2,1,1,1,1,0,0,0,0,0,0
420260,2024,0,0,0,0,0,0,0,0,0,0,0
420260,2025,0,0,0,0,0,0,0,0,0,0,0
420270,2023,0,0,0,0,0,0,0,0,0,0,0
420270,2024,1,1,1,0,0,0,0,0,0,0,0
420270,2025,0,0,0,0,0,0,0,0,0,0,0
420280,2023,13,12,12,1,1,0,0,0,0,0,0
420280,2024,4,3,3,1,1,0,0,0,0,0,0
420280,2025,7,5,5,2,2,0,0,0,0,0,0
420285,2023,0,0,0,0,0,0,0,0,0,0,0
420285,2024,1,1,1,0,0,0,0,0,0,0,0
420285,2025,0,0,0,0,0,0,0,0,0,0,0
420287,2023,0,0,0,0,0,0,0,0,0,0,0
420287,2024,0,0,0,0,0,0,0,0,0,0,0
420287,2025,0,0,0,0,0,0,0,0,0,0,0
420290,2023,10,10,10,0,0,0,0,0,0,0,0
420290,2024,24,24,24,0,0,0,0,0,0,0,0
420290,2025,17,17,17,0,0,0,0,0,0,0,0
420300,2023,11,7,7,2,2,2,2,0,0,0,0
420300,2024,16,8,8,6,6,2,2,0,0,0,0
420300,2025,5,3,3,2,2,0,0,0,0,0,0
420310,2023,0,0,0,0,0,0,0,0,0,0,0
420310,2024,1,1,1,0,0,0,0,0,0,0,0
420310,2025,0,0,0,0,0,0,0,0,0,0,0
420315,2023,3,2,2,1,1,0,0,0,0,0,0
420315,2024,2,2,2,0,0,0,0,0,0,0,0
420315,2025,0,0,0,0,0,0,0,0,0,0,0
420320,2023,25,24,24,0,0,1,1,0,0,0,0
420320,2024,16,14,14,0,0,2,2,0,0,0,0
420320,2025,5,5,5,0,0,0,0,0,0,0,0
420325,2023,2,2,2,0,0,0,0,0,0,0,0
420325,2024,2,2,2,0,0,0,0,0,0,0,0
420325,2025,0,0,0,0,0,0,0,0,0,0,0
420330,2023,4,3,3,1,1,0,0,0,0,0,0
420330,2024,3,3,3,0,0,0,0,0,0,0,0
420330,2025,2,1,1,1,1,0,0,0,0,0,0
420340,2023,0,0,0,0,0,0,0,0,0,0,0
420340,2024,4,4,4,0,0,0,0,0,0,0,0
420340,2025,1,1,1,0,0,0,0,0,0,0,0
420350,2023,1,0,0,0,0,1,1,0,0,0,0
420350,2024,1,0,0,0,0,1,1,0,0,0,0
420350,2025,2,0,0,0,0,2,2,0,0,0,0
420360,2023,6,3,3,3,3,0,0,0,0,0,0
420360,2024,6,2,2,3,3,1,1,0,0,0,0
420360,2025,4,2,2,2,2,0,0,0,0,0,0
420370,2023,1,1,1,0,0,0,0,0,0,0,0
420370,2024,3,3,3,0,0,0,0,0,0,0,0
420370,2025,5,5,5,0,0,0,0,0,0,0,0
420380,2023,11,4,4,4,4,3,3,0,0,0,0
420380,2024,11,6,6,1,1,4,4,0,0,0,0
420380,2025,6,6,6,0,0,0,0,0,0,0,0
420390,2023,3,3,3,0,0,0,0,0,0,0,0
420390,2024,5,3,3,0,0,2,2,0,0,0,0
420390,2025,2,2,2,0,0,0,0,0,0,0,0
420395,2023,5,5,5,0,0,0,0,0,0,0,0
420395,2024,4,4,4,0,0,0,0,0,0,0,0
420395,2025,1,1,1,0,0,0,0,0,0,0,0
420400,2023,2,2,2,0,0,0,0,0,0,0,0
420400,2024,3,3,3,0,0,0,0,0,0,0,0
420400,2025,1,1,1,0,0,0,0,0,0,0,0
420410,2023,2,2,2,0,0,0,0,0,0,0,0
420410,2024,0,0,0,0,0,0,0,0,0,0,0
420410,2025,0,0,0,0,0,0,0,0,0,0,0
420415,2023,0,0,0,0,0,0,0,0,0,0,0
420415,2024,1,1,1,0,0,0,0,0,0,0,0
420415,2025,0,0,0,0,0,0,0,0,0,0,0
420417,2023,0,0,0,0,0,0,0,0,0,0,0
420417,2024,1,1,1,0,0,0,0,0,0,0,0
420417,2025,0,0,0,0,0,0,0,0,0,0,0
420419,2023,0,0,0,0,0,0,0,0,0,0,0
420419,2024,0,0,0,0,0,0,0,0,0,0,0
420419,2025,0,0,0,0,0,0,0,0,0,0,0
420420,2023,40,38,38,0,0,2,2,0,0,0,0
420420,2024,52,46,46,0,0,6,6,0,0,0,0
420420,2025,28,27,27,0,0,1,1,0,0,0,0
420425,2023,2,2,2,0,0,0,0,0,0,0,0
420425,2024,1,1,1,0,0,0,0,0,0,0,0
420425,2025,0,0,0,0,0,0,0,0,0,0,0
420430,2023,12,12,12,0,0,0,0,0,0,0,0
420430,2024,17,17,17,0,0,0,0,0,0,0,0
420430,2025,6,5,5,0,0,1,1,0,0,0,0
420435,2023,0,0,0,0,0,0,0,0,0,0,0
420435,2024,3,2,2,0,0,1,1,0,0,0,0
420435,2025,0,0,0,0,0,0,0,0,0,0,0
420440,2023,3,3,3,0,0,0,0,0,0,0,0
420440,2024,3,2,2,0,0,1,1,0,0,0,0
420440,2025,1,1,1,0,0,0,0,0,0,0,0
420445,2023,0,0,0,0,0,0,0,0,0,0,0
420445,2024,0,0,0,0,0,0,0,0,0,0,0
420445,2025,0,0,0,0,0,0,0,0,0,0,0
420450,2023,3,3,3,0,0,0,0,0,0,0,0
420450,2024,2,2,2,0,0,0,0,0,0,0,0
420450,2025,2,2,2,0,0,0,0,0,0,0,0
420455,2023,1,1,1,0,0,0,0,0,0,0,0
420455,2024,4,4,4,0,0,0,0,0,0,0,0
420455,2025,5,5,5,0,0,0,0,0,0,0,0
420460,2023,35,33,33,0,0,2,2,0,0,0,0
420460,2024,35,35,35,0,0,0,0,0,0,0,0
420460,2025,18,18,18,0,0,0,0,0,0,0,0
420470,2023,2,1,1,0,0,1,1,0,0,0,0
420470,2024,2,2,2,0,0,0,0,0,0,0,0
420470,2025,1,0,0,1,1,0,0,0,0,0,0
420475,2023,0,0,0,0,0,0,0,0,0,0,0
420475,2024,0,0,0,0,0,0,0,0,0,0,0
420475,2025,0,0,0,0,0,0,0,0,0,0,0
420480,2023,4,4,4,0,0,0,0,0,0,0,0
420480,2024,6,6,6,0,0,0,0,0,0,0,0
420480,2025,4,4,4,0,0,0,0,0,0,0,0
420490,2023,0,0,0,0,0,0,0,0,0,0,0
420490,2024,1,1,1,0,0,0,0,0,0,0,0
420490,2025,0,0,0,0,0,0,0,0,0,0,0
420500,2023,1,0,0,1,1,0,0,0,0,0,0
420500,2024,3,1,1,1,1,1,1,0,0,0,0
420500,2025,0,0,0,0,0,0,0,0,0,0,0
420510,2023,0,0,0,0,0,0,0,0,0,0,0
420510,2024,1,1,1,0,0,0,0,0,0,0,0
420510,2025,0,0,0,0,0,0,0,0,0,0,0
420515,2023,0,0,0,0,0,0,0,0,0,0,0
420515,2024,0,0,0,0,0,0,0,0,0,0,0
420515,2025,0,0,0,0,0,0,0,0,0,0,0
420517,2023,0,0,0,0,0,0,0,0,0,0,0
420517,2024,1,0,0,0,0,1,1,0,0,0,0
420517,2025,1,0,0,0,0,1,1,0,0,0,0
420519,2023,0,0,0,0,0,0,0,0,0,0,0
420519,2024,0,0,0,0,0,0,0,0,0,0,0
420519,2025,0,0,0,0,0,0,0,0,0,0,0
420520,2023,2,2,2,0,0,0,0,0,0,0,0
420520,2024,0,0,0,0,0,0,0,0,0,0,0
420520,2025,0,0,0,0,0,0,0,0,0,0,0
420530,2023,2,2,2,0,0,0,0,0,0,0,0
420530,2024,1,1,1,0,0,0,0,0,0,0,0
420530,2025,0,0,0,0,0,0,0,0,0,0,0
420535,2023,0,0,0,0,0,0,0,0,0,0,0
420535,2024,2,0,0,2,2,0,0,0,0,0,0
420535,2025,0,0,0,0,0,0,0,0,0,0,0
420540,2023,67,66,66,0,0,0,0,0,0,1,0
420540,2024,52,52,52,0,0,0,0,0,0,0,0
420540,2025,50,48,47,0,1,2,2,0,0,0,0
420543,2023,0,0,0,0,0,0,0,0,0,0,0
420543,2024,0,0,0,0,0,0,0,0,0,0,0
420543,2025,0,0,0,0,0,0,0,0,0,0,0
420545,2023,7,7,7,0,0,0,0,0,0,0,0
420545,2024,4,4,4,0,0,0,0,0,0,0,0
420545,2025,8,8,8,0,0,0,0,0,0,0,0
420550,2023,12,6,6,5,5,1,1,0,0,0,0
420550,2024,12,5,5,5,5,2,2,0,0,0,0
420550,2025,2,0,0,2,2,0,0,0,0,0,0
420555,2023,0,0,0,0,0,0,0,0,0,0,0
420555,2024,0,0,0,0,0,0,0,0,0,0,0
420555,2025,1,1,1,0,0,0,0,0,0,0,0
420560,2023,0,0,0,0,0,0,0,0,0,0,0
420560,2024,1,0,0,1,1,0,0,0,0,0,0
420560,2025,0,0,0,0,0,0,0,0,0,0,0
420570,2023,1,1,1,0,0,0,0,0,0,0,0
420570,2024,4,3,3,0,0,0,0,1,1,0,0
420570,2025,3,0,0,0,0,3,3,0,0,0,0
420580,2023,1,1,1,0,0,0,0,0,0,0,0
420580,2024,1,1,1,0,0,0,0,0,0,0,0
420580,2025,1,1,1,0,0,0,0,0,0,0,0
420590,2023,17,13,13,4,4,0,0,0,0,0,0
420590,2024,11,8,8,3,3,0,0,0,0,0,0
420590,2025,4,2,2,2,2,0,0,0,0,0,0
420600,2023,5,4,4,0,0,1,1,0,0,0,0
420600,2024,1,1,1,0,0,0,0,0,0,0,0
420600,2025,0,0,0,0,0,0,0,0,0,0,0
420610,2023,0,0,0,0,0,0,0,0,0,0,0
420610,2024,3,0,0,3,3,0,0,0,0,0,0
420610,2025,1,1,1,0,0,0,0,0,0,0,0
420620,2023,5,5,5,0,0,0,0,0,0,0,0
420620,2024,2,2,2,0,0,0,0,0,0,0,0
420620,2025,0,0,0,0,0,0,0,0,0,0,0
420630,2023,2,2,2,0,0,0,0,0,0,0,0
420630,2024,6,6,6,0,0,0,0,0,0,0,0
420630,2025,2,2,2,0,0,0,0,0,0,0,0
420640,2023,1,1,1,0,0,0,0,0,0,0,0
420640,2024,0,0,0,0,0,0,0,0,0,0,0
420640,2025,1,1,1,0,0,0,0,0,0,0,0
420650,2023,8,8,8,0,0,0,0,0,0,0,0
420650,2024,17,15,15,0,0,2,2,0,0,0,0
420650,2025,5,3,3,0,0,2,2,0,0,0,0
420660,2023,0,0,0,0,0,0,0,0,0,0,0
420660,2024,0,0,0,0,0,0,0,0,0,0,0
420660,2025,1,0,0,1,1,0,0,0,0,0,0
420665,2023,0,0,0,0,0,0,0,0,0,0,0
420665,2024,2,0,0,0,0,2,2,0,0,0,0
420665,2025,1,1,1,0,0,0,0,0,0,0,0
420670,2023,4,3,3,1,1,0,0,0,0,0,0
420670,2024,2,1,1,0,0,1,1,0,0,0,0
420670,2025,0,0,0,0,0,0,0,0,0,0,0
420675,2023,0,0,0,0,0,0,0,0,0,0,0
420675,2024,0,0,0,0,0,0,0,0,0,0,0
420675,2025,0,0,0,0,0,0,0,0,0,0,0
420680,2023,0,0,0,0,0,0,0,0,0,0,0
420680,2024,0,0,0,0,0,0,0,0,0,0,0
420680,2025,0,0,0,0,0,0,0,0,0,0,0
420690,2023,2,2,2,0,0,0,0,0,0,0,0
420690,2024,4,4,4,0,0,0,0,0,0,0,0
420690,2025,1,1,1,0,0,0,0,0,0,0,0
420700,2023,7,6,6,0,0,1,1,0,0,0,0
420700,2024,7,5,5,2,2,0,0,0,0,0,0
420700,2025,4,4,4,0,0,0,0,0,0,0,0
420710,2023,1,1,1,0,0,0,0,0,0,0,0
420710,2024,3,3,3,0,0,0,0,0,0,0,0
420710,2025,3,2,2,0,0,1,1,0,0,0,0
420720,2023,1,1,1,0,0,0,0,0,0,0,0
420720,2024,4,3,3,1,1,0,0,0,0,0,0
420720,2025,0,0,0,0,0,0,0,0,0,0,0
420730,2023,5,4,4,1,1,0,0,0,0,0,0
420730,2024,9,8,8,1,1,0,0,0,0,0,0
420730,2025,3,3,3,0,0,0,0,0,0,0,0
420740,2023,1,1,1,0,0,0,0,0,0,0,0
420740,2024,0,0,0,0,0,0,0,0,0,0,0
420740,2025,0,0,0,0,0,0,0,0,0,0,0
420750,2023,12,10,10,1,1,1,1,0,0,0,0
420750,2024,10,9,9,1,1,0,0,0,0,0,0
420750,2025,4,2,2,2,2,0,0,0,0,0,0
420757,2023,2,0,0,2,2,0,0,0,0,0,0
420757,2024,2,0,0,0,0,2,2,0,0,0,0
420757,2025,0,0,0,0,0,0,0,0,0,0,0
420760,2023,0,0,0,0,0,0,0,0,0,0,0
420760,2024,0,0,0,0,0,0,0,0,0,0,0
420760,2025,0,0,0,0,0,0,0,0,0,0,0
420765,2023,0,0,0,0,0,0,0,0,0,0,0
420765,2024,2,1,1,1,1,0,0,0,0,0,0
420765,2025,1,1,1,0,0,0,0,0,0,0,0
420768,2023,3,3,3,0,0,0,0,0,0,0,0
420768,2024,3,3,3,0,0,0,0,0,0,0,0
420768,2025,4,4,4,0,0,0,0,0,0,0,0
420770,2023,1,0,0,1,1,0,0,0,0,0,0
420770,2024,2,2,2,0,0,0,0,0,0,0,0
420770,2025,0,0,0,0,0,0,0,0,0,0,0
420775,2023,0,0,0,0,0,0,0,0,0,0,0
420775,2024,0,0,0,0,0,0,0,0,0,0,0
420775,2025,0,0,0,0,0,0,0,0,0,0,0
420780,2023,3,1,1,0,0,2,2,0,0,0,0
420780,2024,6,6,6,0,0,0,0,0,0,0,0
420780,2025,3,3,3,0,0,0,0,0,0,0,0
420785,2023,0,0,0,0,0,0,0,0,0,0,0
420785,2024,0,0,0,0,0,0,0,0,0,0,0
420785,2025,0,0,0,0,0,0,0,0,0,0,0
420790,2023,1,1,1,0,0,0,0,0,0,0,0
420790,2024,1,0,0,0,0,1,1,0,0,0,0
420790,2025,0,0,0,0,0,0,0,0,0,0,0
420800,2023,3,3,3,0,0,0,0,0,0,0,0
420800,2024,3,1,1,0,0,2,2,0,0,0,0
420800,2025,2,1,1,0,0,1,1,0,0,0,0
420810,2023,6,6,6,0,0,0,0,0,0,0,0
420810,2024,4,4,4,0,0,0,0,0,0,0,0
420810,2025,2,1,1,0,0,1,1,0,0,0,0
420820,2023,45,44,44,0,0,1,1,0,0,0,0
420820,2024,43,38,38,0,0,5,5,0,0,0,0
420820,2025,40,35,35,0,0,5,5,0,0,0,0
420830,2023,14,12,12,0,0,2,2,0,0,0,0
420830,2024,11,9,9,1,1,1,1,0,0,0,0
420830,2025,8,6,6,1,1,1,1,0,0,0,0
420840,2023,4,1,1,2,2,1,1,0,0,0,0
420840,2024,4,3,3,0,0,0,0,0,0,1,0
420840,2025,3,1,1,1,1,0,0,0,0,1,0
420845,2023,3,3,3,0,0,0,0,0,0,0,0
420845,2024,3,3,3,0,0,0,0,0,0,0,0
420845,2025,1,1,1,0,0,0,0,0,0,0,0
420850,2023,2,1,1,1,1,0,0,0,0,0,0
420850,2024,5,4,4,1,1,0,0,0,0,0,0
420850,2025,2,1,1,1,1,0,0,0,0,0,0
420860,2023,0,0,0,0,0,0,0,0,0,0,0
420860,2024,0,0,0,0,0,0,0,0,0,0,0
420860,2025,1,1,1,0,0,0,0,0,0,0,0
420870,2023,2,2,2,0,0,0,0,0,0,0,0
420870,2024,0,0,0,0,0,0,0,0,0,0,0
420870,2025,2,2,2,0,0,0,0,0,0,0,0
420880,2023,4,4,4,0,0,0,0,0,0,0,0
420880,2024,1,1,1,0,0,0,0,0,0,0,0
420880,2025,2,2,2,0,0,0,0,0,0,0,0
420890,2023,39,37,37,0,0,2,2,0,0,0,0
420890,2024,32,32,32,0,0,0,0,0,0,0,0
420890,2025,27,27,27,0,0,0,0,0,0,0,0
420895,2023,1,0,0,1,1,0,0,0,0,0,0
420895,2024,0,0,0,0,0,0,0,0,0,0,0
420895,2025,0,0,0,0,0,0,0,0,0,0,0
420900,2023,2,1,1,1,1,0,0,0,0,0,0
420900,2024,6,5,5,0,0,1,1,0,0,0,0
420900,2025,2,2,2,0,0,0,0,0,0,0,0
420910,2023,85,85,85,0,0,0,0,0,0,0,0
420910,2024,103,100,100,1,1,1,1,0,0,1,0
420910,2025,67,64,64,0,0,3,3,0,0,0,0
420915,2023,1,1,1,0,0,0,0,0,0,0,0
420915,2024,1,1,1,0,0,0,0,0,0,0,0
420915,2025,1,1,1,0,0,0,0,0,0,0,0
420917,2023,0,0,0,0,0,0,0,0,0,0,0
420917,2024,1,0,0,0,0,1,1,0,0,0,0
420917,2025,0,0,0,0,0,0,0,0,0,0,0
420920,2023,0,0,0,0,0,0,0,0,0,0,0
420920,2024,0,0,0,0,0,0,0,0,0,0,0
420920,2025,0,0,0,0,0,0,0,0,0,0,0
420930,2023,34,31,31,0,0,3,3,0,0,0,0
420930,2024,23,22,22,0,0,1,1,0,0,0,0
420930,2025,18,17,17,1,1,0,0,0,0,0,0
420940,2023,7,6,6,1,1,0,0,0,0,0,0
420940,2024,3,3,3,0,0,0,0,0,0,0,0
420940,2025,2,2,2,0,0,0,0,0,0,0,0
420945,2023,0,0,0,0,0,0,0,0,0,0,0
420945,2024,1,1,1,0,0,0,0,0,0,0,0
420945,2025,0,0,0,0,0,0,0,0,0,0,0
420950,2023,0,0,0,0,0,0,0,0,0,0,0
420950,2024,2,2,2,0,0,0,0,0,0,0,0
420950,2025,0,0,0,0,0,0,0,0,0,0,0
420960,2023,2,2,2,0,0,0,0,0,0,0,0
420960,2024,2,1,1,0,0,1,1,0,0,0,0
420960,2025,0,0,0,0,0,0,0,0,0,0,0
420970,2023,3,3,3,0,0,0,0,0,0,0,0
420970,2024,6,4,4,2,2,0,0,0,0,0,0
420970,2025,1,1,1,0,0,0,0,0,0,0,0
420980,2023,1,0,0,0,0,1,1,0,0,0,0
420980,2024,1,1,1,0,0,0,0,0,0,0,0
420980,2025,0,0,0,0,0,0,0,0,0,0,0
420985,2023,1,1,1,0,0,0,0,0,0,0,0
420985,2024,0,0,0,0,0,0,0,0,0,0,0
420985,2025,0,0,0,0,0,0,0,0,0,0,0
420990,2023,3,3,3,0,0,0,0,0,0,0,0
420990,2024,1,1,1,0,0,0,0,0,0,0,0
420990,2025,1,1,1,0,0,0,0,0,0,0,0
421000,2023,7,3,3,0,0,4,4,0,0,0,0
421000,2024,1,0,0,0,0,1,1,0,0,0,0
421000,2025,0,0,0,0,0,0,0,0,0,0,0
421003,2023,0,0,0,0,0,0,0,0,0,0,0
421003,2024,0,0,0,0,0,0,0,0,0,0,0
421003,2025,3,2,2,1,1,0,0,0,0,0,0
421005,2023,0,0,0,0,0,0,0,0,0,0,0
421005,2024,1,0,0,1,1,0,0,0,0,0,0
421005,2025,0,0,0,0,0,0,0,0,0,0,0
421010,2023,13,10,10,1,1,1,1,1,1,0,0
421010,2024,15,13,13,0,0,1,1,1,1,0,0
421010,2025,4,4,4,0,0,0,0,0,0,0,0
421020,2023,1,0,0,0,0,1,1,0,0,0,0
421020,2024,0,0,0,0,0,0,0,0,0,0,0
421020,2025,0,0,0,0,0,0,0,0,0,0,0
421030,2023,2,2,2,0,0,0,0,0,0,0,0
421030,2024,2,2,2,0,0,0,0,0,0,0,0
421030,2025,1,1,1,0,0,0,0,0,0,0,0
421040,2023,1,1,1,0,0,0,0,0,0,0,0
421040,2024,0,0,0,0,0,0,0,0,0,0,0
421040,2025,0,0,0,0,0,0,0,0,0,0,0
421050,2023,4,4,4,0,0,0,0,0,0,0,0
421050,2024,4,1,1,3,3,0,0,0,0,0,0
421050,2025,1,1,1,0,0,0,0,0,0,0,0
421055,2023,1,1,1,0,0,0,0,0,0,0,0
421055,2024,0,0,0,0,0,0,0,0,0,0,0
421055,2025,0,0,0,0,0,0,0,0,0,0,0
421060,2023,3,2,2,0,0,1,1,0,0,0,0
421060,2024,3,1,1,0,0,2,2,0,0,0,0
421060,2025,2,2,2,0,0,0,0,0,0,0,0
421070,2023,0,0,0,0,0,0,0,0,0,0,0
421070,2024,0,0,0,0,0,0,0,0,0,0,0
421070,2025,0,0,0,0,0,0,0,0,0,0,0
421080,2023,3,3,3,0,0,0,0,0,0,0,0
421080,2024,1,1,1,0,0,0,0,0,0,0,0
421080,2025,0,0,0,0,0,0,0,0,0,0,0
421085,2023,0,0,0,0,0,0,0,0,0,0,0
421085,2024,0,0,0,0,0,0,0,0,0,0,0
421085,2025,0,0,0,0,0,0,0,0,0,0,0
421090,2023,2,2,2,0,0,0,0,0,0,0,0
421090,2024,0,0,0,0,0,0,0,0,0,0,0
421090,2025,0,0,0,0,0,0,0,0,0,0,0
421100,2023,0,0,0,0,0,0,0,0,0,0,0
421100,2024,1,0,0,1,1,0,0,0,0,0,0
421100,2025,1,0,0,1,1,0,0,0,0,0,0
421105,2023,0,0,0,0,0,0,0,0,0,0,0
421105,2024,1,1,1,0,0,0,0,0,0,0,0
421105,2025,1,1,1,0,0,0,0,0,0,0,0
421110,2023,1,1,1,0,0,0,0,0,0,0,0
421110,2024,1,1,1,0,0,0,0,0,0,0,0
421110,2025,2,1,1,0,0,1,1,0,0,0,0
421120,2023,2,2,2,0,0,0,0,0,0,0,0
421120,2024,1,0,0,1,1,0,0,0,0,0,0
421120,2025,1,1,1,0,0,0,0,0,0,0,0
421125,2023,0,0,0,0,0,0,0,0,0,0,0
421125,2024,2,2,2,0,0,0,0,0,0,0,0
421125,2025,1,1,1,0,0,0,0,0,0,0,0
421130,2023,27,23,23,3,3,1,1,0,0,0,0
421130,2024,24,18,18,4,4,2,2,0,0,0,0
421130,2025,10,7,7,2,2,1,1,0,0,0,0
421140,2023,0,0,0,0,0,0,0,0,0,0,0
421140,2024,2,1,1,1,1,0,0,0,0,0,0
421140,2025,2,2,2,0,0,0,0,0,0,0,0
421145,2023,0,0,0,0,0,0,0,0,0,0,0
421145,2024,1,1,1,0,0,0,0,0,0,0,0
421145,2025,1,1,1,0,0,0,0,0,0,0,0
421150,2023,2,1,1,0,0,1,1,0,0,0,0
421150,2024,0,0,0,0,0,0,0,0,0,0,0
421150,2025,0,0,0,0,0,0,0,0,0,0,0
421160,2023,3,3,3,0,0,0,0,0,0,0,0
421160,2024,1,1,1,0,0,0,0,0,0,0,0
421160,2025,0,0,0,0,0,0,0,0,0,0,0
421165,2023,0,0,0,0,0,0,0,0,0,0,0
421165,2024,1,0,0,0,0,1,1,0,0,0,0
421165,2025,0,0,0,0,0,0,0,0,0,0,0
421170,2023,4,4,4,0,0,0,0,0,0,0,0
421170,2024,7,5,5,2,2,0,0,0,0,0,0
421170,2025,5,5,5,0,0,0,0,0,0,0,0
421175,2023,1,1,1,0,0,0,0,0,0,0,0
421175,2024,2,2,2,0,0,0,0,0,0,0,0
421175,2025,2,2,2,0,0,0,0,0,0,0,0
421180,2023,1,0,0,1,1,0,0,0,0,0,0
421180,2024,3,3,3,0,0,0,0,0,0,0,0
421180,2025,0,0,0,0,0,0,0,0,0,0,0
421185,2023,1,1,1,0,0,0,0,0,0,0,0
421185,2024,1,1,1,0,0,0,0,0,0,0,0
421185,2025,0,0,0,0,0,0,0,0,0,0,0
421187,2023,1,1,1,0,0,0,0,0,0,0,0
421187,2024,0,0,0,0,0,0,0,0,0,0,0
421187,2025,0,0,0,0,0,0,0,0,0,0,0
421189,2023,0,0,0,0,0,0,0,0,0,0,0
421189,2024,1,1,1,0,0,0,0,0,0,0,0
421189,2025,1,1,1,0,0,0,0,0,0,0,0
421190,2023,44,44,44,0,0,0,0,0,0,0,0
421190,2024,25,24,24,0,0,0,0,0,0,1,0
421190,2025,25,25,24,0,1,0,0,0,0,0,0
421200,2023,2,2,2,0,0,0,0,0,0,0,0
421200,2024,0,0,0,0,0,0,0,0,0,0,0
421200,2025,0,0,0,0,0,0,0,0,0,0,0
421205,2023,2,2,2,0,0,0,0,0,0,0,0
421205,2024,0,0,0,0,0,0,0,0,0,0,0
421205,2025,0,0,0,0,0,0,0,0,0,0,0
421210,2023,1,1,1,0,0,0,0,0,0,0,0
421210,2024,2,1,1,1,1,0,0,0,0,0,0
421210,2025,0,0,0,0,0,0,0,0,0,0,0
421220,2023,7,6,6,0,0,1,1,0,0,0,0
421220,2024,3,2,2,1,1,0,0,0,0,0,0
421220,2025,3,3,3,0,0,0,0,0,0,0,0
421223,2023,1,0,0,1,1,0,0,0,0,0,0
421223,2024,0,0,0,0,0,0,0,0,0,0,0
421223,2025,0,0,0,0,0,0,0,0,0,0,0
421225,2023,1,0,0,0,0,1,1,0,0,0,0
421225,2024,0,0,0,0,0,0,0,0,0,0,0
421225,2025,0,0,0,0,0,0,0,0,0,0,0
421227,2023,1,1,1,0,0,0,0,0,0,0,0
